,title,response
1416,"<start> i have suffered from bipolar depression since . i would get these cycles as i call them , where i get so productive that i would catch up on months worth of work in weeks , then suddenly so depressed i barely manage to brush my teeth . the post was more like self reminder to enjoy things while lasted . i just hoped that i would help motivate someone somehow along the way . <end>","<start> do your cycles come naturally or do you have a process to get into high productivity i have the same problem , although not as drastic . my job is pretty flexible so i find myself doing pretty much nothing for days at a time , when i should be out working . the lack of productivity only makes me more depressed , knowing i am failing at my job . but then i will get a boost of energy , and i will be very productive . i find for myself that it is mostly after scoring a win at work and then i have to remind myself to stay positive . otherwise i sink right back into slacker mode . <end>"
1417,"<start> do your cycles come naturally or do you have a process to get into high productivity i have the same problem , although not as drastic . my job is pretty flexible so i find myself doing pretty much nothing for days at a time , when i should be out working . the lack of productivity only makes me more depressed , knowing i am failing at my job . but then i will get a boost of energy , and i will be very productive . i find for myself that it is mostly after scoring a win at work and then i have to remind myself to stay positive . otherwise i sink right back into slacker mode . <end>","<start> it comes naturally , most of the times . could also depend on my mood swings . <end>"
1418,<start> i hate myself so damn much <end>,"<start> first , id like to say that while i also have depression , i do not feel the pain you do , i can only imagine what you are going through . secondly , i want to say that i am no professional but i have done a lot of research and what you are going through is completely normal and its okay to not want to bring up something like that , that is the point of therapy , you slowly ease out information that your therapist retrieves and slowly but surely , a solution will show itself . after all , despite all the pain you feel , you are still here in the world so there is still hope for a solution to present itself , and because you are still here it means you have survived a lot of hardships and gotten back up , so do not give up on yourself <end>"
1419,<start> ink i just feel so fake <end>,"<start> i can relate to your situation , i always attempt to do things the best at what i do , but every time i do i seem to underwhelm myself , and everyone around me seemed to be doing well , getting scholarships , moving out , doing good in school , and they all seem to know themselves pretty well , unlike me , i ask myself questions about me every day really , so while i unfortunately do not really have much advice , i can definitely say you are not alone <end>"
1420,<start> who knows the best way to keep track of your moods <end>,"<start> i do not keep track of my moods , but i know that i am not the same when hungry low <end>"
1421,<start> just need a place to vent <end>,<start> we all need to rant sometime my dude low <end>
1422,<start> what am i doing wrong <end>,"<start> can relate , and i am not a professional but i have done a lot of research since i struggle with depression as well . detachment is a common symptom of depression , and from the sound of things my theory is that you are functional , but at the cost of being distant , like your mind sees the benefits and costs of certain things subconsciously , it sounds absurd i know but not unlikely if i am being honest . i as well actually have problems with being able to express myself clearly , which is bad because i am a business major so i am doing my best to help this problem and trying to help others as well along the way . and you are heading in the right direction by asking those around you like your significant other but something we got to keeping mind is that they want to help us , they really do , but they are not therapists . and actually that is what therapy is for , so that you can talk as unclear as you want because that might just be a clue to finding a solution for your mental illness , i go to therapy and i literally just unravel there , i tell them the full story because i want to solve my mental illness problem , and the only way for that to happen is if both the doctor and the patient know the full story so that we can get to the source and solve the problem , and from there its just a matter of keeping up with things the therapist tells you and with time things will get better , because we have not given up since we are still here in the world , we are still getting back up after a hit of life so we are not down for the count , and we are not alone , i guarantee there is many more like us out there , part of the reason why this subedit was made in the first place <end>"
1423,"<start> this is what helps me , i also want to know what helps you . <end>",<start> how do you manage new goals if there unsuccessful i agree with what works for you and i think it works for others i just find disappointment at failed goals weigh heavy on people s moods . <end>
1424,<start> how do you manage new goals if there unsuccessful i agree with what works for you and i think it works for others i just find disappointment at failed goals weigh heavy on people s moods . <end>,"<start> true , but i started with small things , smaller goals are easier to manage . eventually i was able to handle bigger things after practice . <end>"
1425,<start> new to self image issues <end>,"<start> have you tried seeing a dermatologist sounds like you have but still had to ask . acne is so common that everyone in the planet gets it . sure , it can because major confidence issues if too severe , but just remember that underneath all that you are human , like the rest . one thing you can do perhaps is to look for different hairstyles that could cover the acne . make up is also an option too . ah , and watch what you eat no junk or greasy food . hope it gets better over time op . <end>"
1426,<start> i am so fucking done living <end>,<start> hey man that sounds hell rough . do you have money for therapy sounds frustrating my guy . <end>
1427,<start> hey man that sounds hell rough . do you have money for therapy sounds frustrating my guy . <end>,<start> no i do not have money for the therapy i need which is confinement <end>
1428,<start> no i do not have money for the therapy i need which is confinement <end>,<start> you could contact a psychiatrist and tell them you feel you are a danger to others and or yourself . they may be able to do it if you do that exact wording . <end>
1429,<start> you could contact a psychiatrist and tell them you feel you are a danger to others and or yourself . they may be able to do it if you do that exact wording . <end>,<start> i do not need a psych ward not confining enough i need a jail cell <end>
1430,<start> i do not need a psych ward not confining enough i need a jail cell <end>,<start> step by step . they can put you a solitary step in psych ward if they feel you can not be let out <end>
1431,<start> step by step . they can put you a solitary step in psych ward if they feel you can not be let out <end>,<start> no such thing sadly i tried to get in a state hospital they denied me that . i need bars or locking solid door like inmates get <end>
1432,<start> no such thing sadly i tried to get in a state hospital they denied me that . i need bars or locking solid door like inmates get <end>,<start> why do you feel you need to be locked up <end>
1433,<start> why do you feel you need to be locked up <end>,<start> because i find it calming and being unable to get out of a room . psych wards they did not lock you in your room i find happiness in confinement i can not get be put in bondage by anyone either . <end>
1434,<start> because i find it calming and being unable to get out of a room . psych wards they did not lock you in your room i find happiness in confinement i can not get be put in bondage by anyone either . <end>,<start> i think a therapist could help you manage that urge in a healthy way . i do not think you can live a fulfilled life needing that my guy <end>
1435,<start> i think a therapist could help you manage that urge in a healthy way . i do not think you can live a fulfilled life needing that my guy <end>,<start> wrong and i will kill myself if i do not get locked up i begged cops to lock me up and no luck <end>
1436,<start> need advice or whatever <end>,"<start> talking to others about depression is extremely hard to do . . i deal with that on the daily to . it is okay if they do not understand exactly what you mean or how you feel , sometimes it is that way towards ourselves . but least attempting to talk about it will make a difference . these emotions and thoughts are not meant to be bottled up . . you have to let them out for the sake of you . bow i am always open to talk . you can message me at any time of day . i hope my words help a little bit . . i am sorry if they just confused you more . <end>"
1437,<start> is there such thing as too young or too old to be depressed . <end>,<start> not really but if it might be you should speak withnay doctor <end>
1438,<start> not really but if it might be you should speak withnay doctor <end>,"<start> where i live there are no therapists , i have looked it up <end>"
1439,"<start> where i live there are no therapists , i have looked it up <end>",<start> i said doctor mot therapist . <end>
1440,<start> could use advice <end>,<start> glowinthedark gave great advise but if you can not get therapy you can exercise shown to counter depression eat less fatty and processed foods linked to depression when i was depressed anxious i taking small doses of sativa weed helped me relax . but ink if this is the best idea low for me the philosophy of stoicism helped a bit with my depression . <end>
1441,<start> why is it so hard for me to accept the good things that happen to me <end>,<start> depression makes it difficult to think of anything positive . you are seeing that in action right now . you are worthy of their time and consideration . believe in your own worth . <end>
1442,<start> my mother is very two faced she makes me feel like i am a burden and everything which is wrong is my fault . <end>,<start> her behaviors are horrible but beyond your control . if you are trying your best and she is still acting this way you need to mentally detach from her somewhat . she probably has some illness afflicting her but you should not allow that to damage your inner peace . when you can move out and move on . <end>
1443,<start> can anyone give advice or at least relate to this <end>,<start> i can relate . is it a tense feeling like pulling your muscles or rather like bruises after getting hit <end>
1444,<start> i can relate . is it a tense feeling like pulling your muscles or rather like bruises after getting hit <end>,"<start> exactly like pulling my muscles , especially in the head . <end>"
1445,"<start> exactly like pulling my muscles , especially in the head . <end>","<start> as i always say , tell your therapist , or doctor , it could be a somatic sickness after all so just to make sure it is not something somatic . one of the ptsd patients i am in hospital with has a similar issue , as far as i know he uses ammonia sticks to force his body to calm when he is in predicament and as far as our talks led us meditation is a way to cope with it , not get rid of it as far as i understood . it is a lot about not tugging at what is already tugging you to stop it from tensing up even more <end>"
1446,"<start> as i always say , tell your therapist , or doctor , it could be a somatic sickness after all so just to make sure it is not something somatic . one of the ptsd patients i am in hospital with has a similar issue , as far as i know he uses ammonia sticks to force his body to calm when he is in predicament and as far as our talks led us meditation is a way to cope with it , not get rid of it as far as i understood . it is a lot about not tugging at what is already tugging you to stop it from tensing up even more <end>","<start> thanks , that sounds scary , but i guess that is why i should talk to them about it <end>"
1447,"<start> thanks , that sounds scary , but i guess that is why i should talk to them about it <end>","<start> being sick is always scary , but along the line we can pick up stuff that makes us realise what what does not kill you makes you stronger really mean <end>"
1448,<start> need help <end>,<start> god i was always like this and then i got therapy which i know is a luxury not everyone can afford unforutantly . and found the philosophy of stoicism which helped me manage my anxiety a lot <end>
1449,<start> feeling guilty and tired of looking for helps <end>,<start> i am basically in that same boat right now . everyone always offers the same advice and no one understands and it is incredibly exhausting to try to explain . <end>
1450,<start> i could really use some advice on what path to take . . . <end>,"<start> my advice would be to start with a pcp to confirm that these symptoms are something in the psychiatry area and not some other medical because . if your troubles are psychiatric get a referral from the pcp to a good psychiatrist . as you say , you need medication , you tried therapy . if you need therapy in addition to a medication that works , the psychiatrist can refer you to a psychologist or provide the therapy himself herself . <end>"
1451,"<start> my advice would be to start with a pcp to confirm that these symptoms are something in the psychiatry area and not some other medical because . if your troubles are psychiatric get a referral from the pcp to a good psychiatrist . as you say , you need medication , you tried therapy . if you need therapy in addition to a medication that works , the psychiatrist can refer you to a psychologist or provide the therapy himself herself . <end>","<start> that is what i was leaning towards . i probably need an overall medical evaluation before i move forward with anything else . not that it is going to stop me from going , but whatever pcp i choose is probably going to think i am crazy when i dump everything wrong with me on him . i have neglected myself for far too long . thanks for the reply <end>"
1452,"<start> that is what i was leaning towards . i probably need an overall medical evaluation before i move forward with anything else . not that it is going to stop me from going , but whatever pcp i choose is probably going to think i am crazy when i dump everything wrong with me on him . i have neglected myself for far too long . thanks for the reply <end>","<start> i might suggest talking with the pcp in as matter of fact , business like way as you can . you have got these symptoms , you think probably they are in the psychiatry realm , but you are not sure . are they endocrine thyroid , diabetes are they neurology epilepsy , multiple sclerosis etc . ask him her to help you rule out non psychiatry causes . tell him her that if it is psychiatric you will ask for a referral to a good i emphasize good psychiatrist . i feel it is unlikely he she will think you are crazy , rather you are just asking for help . <end>"
1453,<start> why do i want to be such a homebody and not leave the house to go anywhere <end>,<start> i am still feeling this way but once i finally go out i have a good time <end>
1454,<start> am i petty <end>,"<start> hello , listen , i know i might sound like i am trying to make you feel better , but i do exactly the same thing i over exaggerate things a lot as well as that , and no one is petty even though some chick came and called me that and swore at me but me no one is ur rely important <end>"
1455,<start> am i a lost because <end>,"<start> those feelings are just that . . . feelings . they do not reflect reality , your true worth , purpose in life , or value as a person . you need to take care of yourself so you can be the person you are meant to be , and live a life of warmth and meaning . take tiny baby steps in one of the areas of making a therapy appointment , getting medication from a psychiatrist , and some kind of physical activity . it is going to be a journey , but you can do it <end>"
1456,<start> anxiety is ruining my life and relationships and ink how to stop it . <end>,"<start> five years of cut and diazepam and various antidepressants , anxiety ruins my life a little less each year . at the same time it is not easy . <end>"
1457,<start> why do i get the urge to move during major episodes <end>,<start> oh yes it is a coping mechanism . i know that running away will not fix my problems but the lure of just being free is tempting . <end>
1458,<start> lowest i have ever been . . feelings of ending it <end>,"<start> i can relate to your situation , my parents also have a strict get things right the first time mindset , and i tend to almost never get things right the first time . i actually failed my freshman year of college , and i have tried to impress them time and again and all i manage to do is fail , i still continue to attempt to impress them but still remain unsuccessful , and i try to be the best for my loved ones but part of me feels like it can not , but whenever these thoughts go though my mind , i aways remember something one of my best friends told me when he was lost like us , when we hit rock bottom , there is only one way to go , and that is up so now that we are at our lowest point , we can not go anywhere except up , and whenever we are knocked down like this we got to get back up somehow , and if some nobody like me can do it , i believe that anyone can do it as well <end>"
1459,<start> can i post about my meds here has anyone taken zopilote for sleep <end>,"<start> i used to take it , did not really work for ne . if i took it it was pills and it felt like i just smoked a joint haha i am on doronicum now which is a better because it works within minutes normally <end>"
1460,"<start> i used to take it , did not really work for ne . if i took it it was pills and it felt like i just smoked a joint haha i am on doronicum now which is a better because it works within minutes normally <end>","<start> ok cool . surprisingly , the half pill worked altho it took around mins for me to fall asleep . <end>"
1461,<start> depression and anxiety also just started a bi polar med <end>,"<start> what would you like to do with your life go back to school , are you working what about hobbies you are already starting to change your life . you have seen a doctor . got on some medications . you know you do not want to live like this forever . set some short term goals . small ones . that is what i do and when i accomplish it i move on to something a little more difficult . sit down and write your interests . put it on paper . start speaking it into action every day . get out of the house . isolation is the worse thing for depression and anxiety as it makes us stay in our heads . i know i have been there . its easier to just fall back into old habits . you say you have been sober months . that is a huge accomplishment in its own . do you attend meetings make friends there with common interests and also help you in your recovery journey . my husband is an alcoholic and has been sober years now . you can do this . i have faith in you . let us get back to living again . <end>"
1462,<start> i am not happy on my own . <end>,<start> i think relatively few of us are . i am sorry if you are not feeling good rn . <end>
1463,<start> girlfriend will not support me <end>,"<start> i came to learn that in the end you just have to get up by yourself . now , if your of is not being as supportive why do not you talk to her let her know how you feel and what she could do to help you out . if she shrugs it and blows you off pretending nothing happened , then your of may be the problem brush . <end>"
1464,<start> my fear of failing is stressing me out and no one seems to care <end>,"<start> i understand . high school is incredibly stressful . my advice is to . learn from any mistakes you made . the mistake has been made , nothing can change that , but you can change what you do going forward . . talk to your family about how their comments are causing you stress and how you would prefer encouragement . . do not hesitate to reach out and vent about your stress , whether online , journaling , to a friend , etc . get it out of your system , because your body will get it out , healthy above or not . . stick to a consistent schedule , but be prepared to adapt have a backup plan . get a study buddy if you can . . manage your time best of luck my friend . <end>"
1465,"<start> i understand . high school is incredibly stressful . my advice is to . learn from any mistakes you made . the mistake has been made , nothing can change that , but you can change what you do going forward . . talk to your family about how their comments are causing you stress and how you would prefer encouragement . . do not hesitate to reach out and vent about your stress , whether online , journaling , to a friend , etc . get it out of your system , because your body will get it out , healthy above or not . . stick to a consistent schedule , but be prepared to adapt have a backup plan . get a study buddy if you can . . manage your time best of luck my friend . <end>","<start> thanks for the response , i honestly did not think anyone would actually respond with advice , so it is much appreciated . <end>"
1466,"<start> thanks for the response , i honestly did not think anyone would actually respond with advice , so it is much appreciated . <end>",<start> of course best wishes my friend . <end>
1467,<start> how to deal with depressed thoughts and feelings during work <end>,"<start> hey friend glad you can open up to us . just a little unthorough on depression there are top symptoms like feeling bad months and several side symptoms like sleeping issues , eating issues , no motivation i can only recommend you to go to a doctor to talk up your problems for a diagnosis usually they transcribe you to a psychologist for the work issue i can recommend meditation mindfulness to you meditation is not this being connected with the world and it is people thing , rather than a skill used in therapy for ptsd depression and other mental health issues . meditation is there to make you connected with your surroundings and yourself again , it got a wide variety like calming down panic attacks and or calming down the dread bad thoughts many people with depression feel . the best way to learn it might be led meditation , either by checking couture great source material there or the headspace app on android and tunes . i am no advertiser , i am f . patient that uses this app to improve my meditation skill . headspaces basic course is fully free and shows you all you need to know to translate it into your working life . it is basically training your brain to be aware and mindful of what is currently happening around you and calm down your head . if you got any questions feel free to ask away . <end>"
1468,<start> i hate my mind <end>,"<start> minds are like radios sometimes you get to hear sweet music , other times is just noise . learn to to block the noise by listening to more music if you will . keep your mind active reading , drawing , absorbing knowledge . got to feed it good stuff and less junk . <end>"
1469,<start> advice to an y o depressed closeted bisexual dude who mostly has anti left religious family amp friends and is contemplating suicide <end>,"<start> you have to be you . you have to take a stand . i have learned in my lifetime that people if they do not want to like you they will find a reason . i am a heterosexual , lot of gay lesbian bisexual friends . i love them all . what i love most is that they have stood up for how they want to live their life . life is too short to not be who you are and love the people you want to love and be around them . i am battling cancer and some of my gay friends have given me more support than my husband . you can not live your life for your family . they may get mad but true love has no conditions on it . regret is a lonely place . i regret not doing many many things and ended up in a life that although has been decent i resent now . you might be amazed that some of your friends family already know . there are always going to be people who will not accept you no matter who or what you are . live your best life . you are years old and have so much to explore and learn . your life is worth living . life is going to be tough , it is for all of us but build you a network of people who will support you and your feelings . sometimes that has to be your family . i wish you well and i never could have children but if my child came to me and told me i would love him , that is who he is . i hope you find support that you need . <end>"
1470,"<start> you have to be you . you have to take a stand . i have learned in my lifetime that people if they do not want to like you they will find a reason . i am a heterosexual , lot of gay lesbian bisexual friends . i love them all . what i love most is that they have stood up for how they want to live their life . life is too short to not be who you are and love the people you want to love and be around them . i am battling cancer and some of my gay friends have given me more support than my husband . you can not live your life for your family . they may get mad but true love has no conditions on it . regret is a lonely place . i regret not doing many many things and ended up in a life that although has been decent i resent now . you might be amazed that some of your friends family already know . there are always going to be people who will not accept you no matter who or what you are . live your best life . you are years old and have so much to explore and learn . your life is worth living . life is going to be tough , it is for all of us but build you a network of people who will support you and your feelings . sometimes that has to be your family . i wish you well and i never could have children but if my child came to me and told me i would love him , that is who he is . i hope you find support that you need . <end>","<start> alright . thank you for this , it means a lot and you have given me a lot to think about . i wish you well too . bless you <end>"
1471,"<start> alright . thank you for this , it means a lot and you have given me a lot to think about . i wish you well too . bless you <end>",<start> you are so welcome . i wish you the best . <end>
1472,<start> falling apart lately <end>,"<start> hey there i think speaking to a social worker at school is a good idea . talking definitely helps me are there any people around you that can help a family member or friend whom you can speak frankly privately with or do something with film , gig , art exhibition , etc i am from the uk so i do not know about time frames and graduating , etc , but could you put that stress on the back burner for some time take some time be around people you enjoy and do what you enjoy the most , before returning to that . <end>"
1473,"<start> hey there i think speaking to a social worker at school is a good idea . talking definitely helps me are there any people around you that can help a family member or friend whom you can speak frankly privately with or do something with film , gig , art exhibition , etc i am from the uk so i do not know about time frames and graduating , etc , but could you put that stress on the back burner for some time take some time be around people you enjoy and do what you enjoy the most , before returning to that . <end>","<start> i have been hanging out with friends , but nothing seems to distract me <end>"
1474,<start> i have started to think about death . what should i do <end>,"<start> find a support system . someone s you can talk to at any time . if you do not want to stay alive for yourself find someone you want to stay alive for . remember what is important to you . if you can spare the energy , take pride in something . i am not a counselor , but these are things that have worked for me . <end>"
1475,"<start> find a support system . someone s you can talk to at any time . if you do not want to stay alive for yourself find someone you want to stay alive for . remember what is important to you . if you can spare the energy , take pride in something . i am not a counselor , but these are things that have worked for me . <end>",<start> okay . i am trying new things to cope . <end>
1476,<start> i have decided to just fake i am well because i am tired of people not understanding . <end>,"<start> you need to understand , that if your child wants to be with someone else , that it is entirely their choice . i am sure you raised them the best you could , but in the end , it is up to them to decide . this does not mean you failed . the emotional depression that you feel is under your control . reach out to others , such as a therapist or a family friend . the best resource is a anonymous one in my opinion . as for your physical depression , seeking medical attention would be my best advice . lastly , keep your chin up . be grateful for everything you have . surround yourself with a loving family . stay strong . <end>"
1477,"<start> you need to understand , that if your child wants to be with someone else , that it is entirely their choice . i am sure you raised them the best you could , but in the end , it is up to them to decide . this does not mean you failed . the emotional depression that you feel is under your control . reach out to others , such as a therapist or a family friend . the best resource is a anonymous one in my opinion . as for your physical depression , seeking medical attention would be my best advice . lastly , keep your chin up . be grateful for everything you have . surround yourself with a loving family . stay strong . <end>","<start> thank you for your reply . i have thought clot about the fact that it is out of my control . everyone thinks i am a great mother to my kids and that i should not worry . but in the end , as you say , there could be a million other reasons that leads to them never talking to me again . and those could be out of my control as well . in regards to the physical one it will be fixed . just being aware of it helps me counter it . the emotional depression is more difficult because i do not trust anyone to put up with my talking about dark thoughts . but just writing about my fears here , actually putting it down and outside of me , helped me see it from the outside . i actually feel a bit better . <end>"
1478,<start> anybody hearing me . . i m alone searching for job i am a engineer <end>,<start> do you have any places in mind where you would like to work got a resume together or know anyone else in the field you could get a recommendation from <end>
1479,<start> do you have any places in mind where you would like to work got a resume together or know anyone else in the field you could get a recommendation from <end>,<start> yeah i tried by recommendations not get good salary . . . in india . . . tats y i m seeking in abroad <end>
1480,<start> yeah i tried by recommendations not get good salary . . . in india . . . tats y i m seeking in abroad <end>,"<start> going abroad is difficult , you will need to find a company your interested in and make a portfolio based around the company needs . give it time and dedication and i am sure you will find something <end>"
1481,"<start> going abroad is difficult , you will need to find a company your interested in and make a portfolio based around the company needs . give it time and dedication and i am sure you will find something <end>",<start> i got a job which is km ago which there also i do not the local language . <end>
1482,<start> wondering if i am able to stay with a depressed partner without losing my mind <end>,"<start> damn . what a read . to be very honest with you . . . does not seem like any of you are ready for anything at this point . why do not you take a break from each other and see how that goes get well or better , get your thoughts straight , work on some goals of your own , and then come back to see if you would still want to be with said person . just my cents . <end>"
1483,"<start> damn . what a read . to be very honest with you . . . does not seem like any of you are ready for anything at this point . why do not you take a break from each other and see how that goes get well or better , get your thoughts straight , work on some goals of your own , and then come back to see if you would still want to be with said person . just my cents . <end>","<start> thank you for your response . i was actually single for years after deciding to get clean from heroin so i took time to get my life back to where i am finally happy again and my finances and credit score are not bad . i spent that time to fix the areas of my life i had neglected or damaged due to my past behaviors and i did a ton of soul searching . i have been on the radio four times now to speak about addiction and recovery , and have just recently participated in an interview with a hospital in orlando florida that actually won them a k grant to keep focusing on research and treatment for addicts . i feel i am finally okay with my life and with myself . i have learned self love . trying to maintain my positive mental health will be a goal of mine for the rest of my life until i die , so i would have to say that if anything , he needs time to sort his issues out . i just fear if i keep trying to save him it will knock me out of balance . i am most definitely ready for a relationship , but i fear he is not , and it does not help that his ex and only other long term relationship was extremely manipulative and abusive , and even though he realizes this , the damage has been done already . add that to him being the youngest of three children and the only boy , he was coddled and spoiled growing up and also had an alcoholic father . i just see the co dependancy coming out and i can not help but see a huge red flag . <end>"
1484,"<start> thank you for your response . i was actually single for years after deciding to get clean from heroin so i took time to get my life back to where i am finally happy again and my finances and credit score are not bad . i spent that time to fix the areas of my life i had neglected or damaged due to my past behaviors and i did a ton of soul searching . i have been on the radio four times now to speak about addiction and recovery , and have just recently participated in an interview with a hospital in orlando florida that actually won them a k grant to keep focusing on research and treatment for addicts . i feel i am finally okay with my life and with myself . i have learned self love . trying to maintain my positive mental health will be a goal of mine for the rest of my life until i die , so i would have to say that if anything , he needs time to sort his issues out . i just fear if i keep trying to save him it will knock me out of balance . i am most definitely ready for a relationship , but i fear he is not , and it does not help that his ex and only other long term relationship was extremely manipulative and abusive , and even though he realizes this , the damage has been done already . add that to him being the youngest of three children and the only boy , he was coddled and spoiled growing up and also had an alcoholic father . i just see the co dependancy coming out and i can not help but see a huge red flag . <end>",<start> yeah . you basically answered your own question . letting go is more of an act of love than anything else . <end>
1485,<start> yeah . you basically answered your own question . letting go is more of an act of love than anything else . <end>,"<start> i am not so much worried about letting him go to work on things himself , but more that he will see it as abandonment and or betrayal , or that my leaving him would because him to fall into an even worse downward spiral . he already thinks he is a piece of shit and worthless , so if i leave him then that would seem to just confirm that and solidify those thoughts in his head . <end>"
1486,"<start> i am not so much worried about letting him go to work on things himself , but more that he will see it as abandonment and or betrayal , or that my leaving him would because him to fall into an even worse downward spiral . he already thinks he is a piece of shit and worthless , so if i leave him then that would seem to just confirm that and solidify those thoughts in his head . <end>","<start> you have valid points . but being honest with yourself , where does that leave you is not it you who really does not want to let go or are you scared to move on only time would tell what becomes of it all , but would you rather take a chance to an uncertain future or keep stuck in this shitty present as always , your choice . <end>"
1487,"<start> you have valid points . but being honest with yourself , where does that leave you is not it you who really does not want to let go or are you scared to move on only time would tell what becomes of it all , but would you rather take a chance to an uncertain future or keep stuck in this shitty present as always , your choice . <end>","<start> agreed . i am quite honest with myself , hence how i got to where i am now without therapy or rehab , so i know that i am fine moving on . just bc you leave someone does not mean they are gone from your life or gone forever . even if i did leave him i would still be in touch to check in and what not . leaving him does not mean cutting him off completely . i am strictly just worried about how it will impact him and how he feels about himself . i am pretty vocal with friends about how other people s emotions are not your responsibility . . . . so i totally understand . i am stuck between sacrificing to help him or leaving him and possibly adding to his downward spiral . it is not an easy choice to make . i am open to the idea of leaving him so he can work on himself and i have hinted that he might want to move back home and go to therapy , but he does not see that as an option . <end>"
1488,<start> i want to run away . how <end>,<start> go to a hospital . <end>
1489,<start> go to a hospital . <end>,<start> okay . on my way . thanks . <end>
1490,<start> this is how i say goodbye <end>,"<start> hey , depression sucks , i know . i ve had it for years now and i m still kicking . thank you for informing us , so we can help . please live . <end>"
1491,"<start> hey , depression sucks , i know . i ve had it for years now and i m still kicking . thank you for informing us , so we can help . please live . <end>","<start> you know , i was perfectly fine until someone left me a month ago . i have had depression before but i though i got rid of it , thinking positive , enjoying life , etc . . and then i met someone just so that i could be left again . every year this time i get sort of depressed , weather makes me this way , gray colors , everything is black and white . every year this time . but when i try to explain this to my partner they say i do not think this is just a phase and then they leave . they leave when i need them the most <end>"
1492,<start> electroshock therapy <end>,"<start> first of all , that is your father you can greave as long as you want . do not let anyone tell you how you cope with things . and no i do not recommend electroshock at all . i have been dealing with shit for about the same amount of time and use the little things to keep me going until i find my purpose . <end>"
1493,<start> in a dark place need help . <end>,"<start> the mornings are always the worst for me . i have talked to a lot of docs , therapists , psych specialists , etc about this . the mornings are crushing for me when i am in relapse like now , for instance . once i can get going the day gets better . this is a very common pattern for me . my advice not a medical pro is to keep going through the motions you normally would and see it get better . i do know how hard even the basics can be when a person is depressed . nothing like having to muster all you strength just to take a shower sound familiar . do not be too hard on yourself and go get professional help , if you have not already . i put off getting help for decades and it has just made things tougher , not impossible , but tougher . it will get better . . . period peace . koln <end>"
1494,<start> i wish i can do ketamine therapy <end>,"<start> medication can affect you in more than one way . as one famous song said ketamine is for horses . . . . you can get the same effect as ketamine from other medication . i have an impulsive behaviour and my psychiatrist prescribed me carbamazepine . you will not feel much of a difference , but when you are really prone to act impulsively this substance will kick out and help . also i got prescribed mirtazapine . way much stronger , and gets you feeling just as you have taken ketamine . discuss this with your therapist and psychiatrist before , they know better . those substances also help better with depression . best wishes . <end>"
1495,<start> dealing with daily anger regret grateful to keep looking for answers day <end>,"<start> today i am grateful that you post here , that in some bad moments you remind me to focus on my own issues and that you show that we all can fight our issues , that our sickness does not define us . <end>"
1496,"<start> today i am grateful that you post here , that in some bad moments you remind me to focus on my own issues and that you show that we all can fight our issues , that our sickness does not define us . <end>",<start> thankyou loti <end>
1497,<start> can not get over my ex even though i want to <end>,"<start> try reading ivin d . palms and nietzsche wept a novel . about obsession i read through this , understood what went wrong in my life and since then i do not have to mind , had the same issue for years but this fixed it in a month for me edit how did you approach therapy i thought the same thing years ago , now i am quiet hooked on therapy , it helps me sweep through my problems easy going <end>"
1498,<start> failed entrepreneur <end>,"<start> you did not fail . think about it most entrepreneurs first business venture fails within a year . you lasted years , how awesome is that . you clearly have what it takes . doors close for new ones to open . you can do it again , trust yourself my depression story http youth . be skys jobs y <end>"
1499,"<start> you did not fail . think about it most entrepreneurs first business venture fails within a year . you lasted years , how awesome is that . you clearly have what it takes . doors close for new ones to open . you can do it again , trust yourself my depression story http youth . be skys jobs y <end>","<start> i appreciate you saying that . however i feel if i had just gone ahead and gotten a job right out of school , i would be so much better off . at least i would have some savings and potentially the excitement of knowing i can start my own business someday . as it is , i feel i have done everything backwards and have nothing to show for it . i am truly truly burnt out . i have spent the majority of the last months in bed and feel i will probably wind up homeless . crazy to say , but it is true . <end>"
1500,<start> need positive thoughts <end>,"<start> it takes time , but the fact that you have reflected and realized this is already the start of progress in fact , it is progress . it is unfortunate that sometimes these unrelenting standards that you have of yourself may have come from external voices that you have internalized when one is too young to know better . know that it is not your fault and you are very loved , valuable and are of infinite worth simply because you exist . on a more practical note , i sincerely think that speaking to a counsellor or psychologist to untangle these feelings of not being good enough and the possible repeated action of pushing others away can be helpful <end>"
1501,"<start> it takes time , but the fact that you have reflected and realized this is already the start of progress in fact , it is progress . it is unfortunate that sometimes these unrelenting standards that you have of yourself may have come from external voices that you have internalized when one is too young to know better . know that it is not your fault and you are very loved , valuable and are of infinite worth simply because you exist . on a more practical note , i sincerely think that speaking to a counsellor or psychologist to untangle these feelings of not being good enough and the possible repeated action of pushing others away can be helpful <end>",<start> thank you . i have started looking into counselling but do not know what my best options are as far as where to go and what type . trying not to procrastinate on that because i think i would benefit from counselling as well . <end>
